Unnamed: 0,Plate,Block,House,Room,Level_ft,Time_Cat,Feature,Type,Text,N1,Class,photo,x,y,Class_new
61,109-061-X,4,0,8,-17.7,Intermediate III,Games And Toys,Whistle,"Very hard baked pottery; no slip. A somewhat roughly made, pear-shaped object with a small hole at the top and another in the side. Three of these whistles, all slightly different in size, were found together. ",Artefacts,Domestic,,68.13748153678563,27.32657154220549,Play/ Spiritual
62,136-094-X,4,0,8,-18.4,Intermediate III,Personal Ornament,Bracelet (stoneware),Fragment. Dark grey throughout.,Artefacts,Domestic,,68.13748153678563,27.32657154220549,Beauty / Affect
654,111-014-X,7,0,15,-27,Early Periods,Beads,,,Artefacts,Trade,,68.1373688,27.32672573,Beauty / Affect
809,137-021-X,7,0,,-5.1,Late II,Beads,,,Artefacts,Trade,,68.1373688,27.32672573,Beauty / Affect
811,137-023-X,7,0,,-8.4,Late III,Beads,,,Artefacts,Trade,,68.1373688,27.32672573,Beauty / Affect
67,079-018-X,10,3,,-14.8,Intermediate II,Animals,Model animal,"Bronze. No. 20 is an enlarged illustration of this well modelled animal which, as far as can be judges, is a solid casting. That it represents a bull and not a bison is indicated by the carriage of the head. Rather roughly made; but probably it was intended to trim it up afterwards, which seems never to have been done, though corrosion may have removed the finer details. ",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/079-018-x.png,68.13672757,27.32667561489865,Play/ Spiritual
69,079-020-X,10,3,,-14.8,Intermediate II,Animals,Model animal,see No.18 above. ,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/079-020-x.png,68.13672757,27.32667561489865,Play/ Spiritual
70,109-051-X,4,0,8,-18.3,Intermediate III,Tools,Spindle-whorls(?),,Artefacts,Craft,,68.13748153678563,27.32657154220549,Making / Craft / Food
855,137-067-X,7,0,,-5.4,Late II,Beads,,,Artefacts,Trade,,68.1373688,27.32672573,Beauty / Affect
862,137-074-X,7,0,,-5.1,Late II,Beads,,,Artefacts,Trade,,68.1373688,27.32672573,Beauty / Affect
1006,139-100-X,7,0,,-21.1,Early Periods,Beads,,,Artefacts,Trade,,68.1373688,27.32672573,Beauty / Affect
1200,124-001-X,7,0,,-8.4,Late III,Metal,,,Artefacts,Craft,,68.1373688,27.32672573,Making / Craft / Food
84,100-013-X,4,0,15,-18.3,Intermediate III,Personal Ornament,Pin-head ,"Steatite, with no trace of glaze, carved to represent two monkeys embracing one another, somewhat in the manner of another pin-head in the same material found in a previous season. ",Artefacts,Domestic,,68.13748153678563,27.32657154220549,Beauty / Affect
85,061-019-X,4,0,,-12,Intermediate I,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/061-019-x.png,68.13748153678563,27.32657154220549,Feeding / holding
94,109-008-X,4,0,,-19.8,Intermediate III,Tools,Awl,Bone. One end is missing. ,Artefacts,Craft,,68.13748153678563,27.32657154220549,Making / Craft / Food
1208,124-019-X,7,0,8,-8.4,Late III,Metal,,,Artefacts,Craft,,68.1373688,27.32672573,Making / Craft / Food
100,081-008-X,9,7,17,-14.4,Intermediate II,Animals,Model animal,"Pottery; red slip. A very similar animal to no. 14, but with a protruding adbomen and a large flat tial, whose tip is missing. Similar figures to these have been found in the later levels.",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/081-008-x.png,68.13684339292682,27.32681827002492,Play/ Spiritual
1214,125-044-X,7,0,,-8.5,Late III,Metal,,,Artefacts,Craft,,68.1373688,27.32672573,Making / Craft / Food
1732,059-001-X,7,0,,-6.6,Late II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-001-x.png,68.1373688,27.32672573,Feeding / holding
1733,059-002-X,7,0,,-6.6,Late II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-002-x.png,68.1373688,27.32672573,Feeding / holding
1734,059-003-X,7,0,,-6.6,Late II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-003-x.png,68.1373688,27.32672573,Feeding / holding
113,081-003-X,4,0,79,-21.3,Early Periods,Animals,Model animal,Pottery; no slip. Probably a bird's head on a neck which terminates below in a rounded base. ,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/081-003-x.png,68.13748153678563,27.32657154220549,Play/ Spiritual
114,081-004-X,10,1,6,-29.7,Early Periods,Animals,Model animal,Pottery; no slip. Bird's head on a long neck which is flanged about half-way down. The projection below the flange has a hole pierced through it to take a string. Round pellet eyes. ,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/081-004-x.png,68.13695734039524,27.326673394270657,Play/ Spiritual
1739,059-008-X,7,0,,-9.1,Late III,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-008-x.png,68.1373688,27.32672573,Feeding / holding
118,081-017-X,9,8,18,-14.6,Intermediate II,Animals,Model animal,"Pottery, with a cream slip. Similar figure to no. 13, but not so flat and better made. The holes for the axle are 0.29"" in diameter, and a smaller hole for a cord passes through the neck. ",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/081-017-x.png,68.13686443,27.327119842504317,Play/ Spiritual
119,081-018-X,9,2,11,-13.1,Intermediate II,Animals,Model animal,"Pottery, no slip. This may possibly represent a monkey, through the ears are over large. It seems to be perched on a board mounted on a pole. If this be so, it is possible that pet animals, whether monkeys or other creatures, were fastened to stands on which they lived with sufficient length of chain to allow of their visiting the ground. ",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/081-018-x.png,68.13703904,27.32700430879081,Play/ Spiritual
1763,059-032-X,7,0,,-5.4,Late II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-032-x.png,68.1373688,27.32672573,Feeding / holding
1906,063-003-X,7,0,,-19.3,Intermediate III,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/063-003-x.png,68.1373688,27.32672573,Feeding / holding
127,105-021-X,9,10,86,-7.8,Late III,Cooking Baking Utensils,Shell-ladles,"Well finished, with some slight evidence here and there of polish.",Artefacts,Domestic,,68.13711556472455,27.32711609513018,Feeding / holding
128,105-026-X,9,6,36,-5.6,Late II,Cooking Baking Utensils,Shell-ladles,Well made and finished but somewhat weathered. ,Artefacts,Domestic,,68.13691437157924,27.326887650571138,Feeding / holding
2288,085-141-X,7,0,21,-7,Late III,Seal,,,Artefacts,Trade,,68.1373688,27.32672573,Trade + currency / access
2314,088-185-X,7,0,,-8,Late III,Seal,,,Artefacts,Trade,,68.1373688,27.32672573,Trade + currency / access
2338,088-208-X,7,0,,-8.3,Late III,Seal,,,Artefacts,Trade,,68.1373688,27.32672573,Trade + currency / access
2455,088-313-X,7,0,,-10.3,Intermediate I,Seal,,,Artefacts,Trade,,68.1373688,27.32672573,Trade + currency / access
134,105-009-X,9,1,47,-4.3,Late Ib,Cooking Baking Utensils,Shell Dish,"Dish-like shell vessel, was cut from abother species of shell. This dish was carefully rubbed down but not polished. This dish well made though somewaht irregular in shape, was carefully rubbed down but not polished. Several places were perforated by well drilled holes. These holes may have been plugged with fillings that have dopped out or decayed in the course of time. ",Artefacts,Domestic,,68.13725277565722,27.32701849991655,Feeding / holding
135,104-019-X,9,1,48,-11.1,Intermediate I,Cooking Baking Utensils,Gutter ,"Light red pottery; no slip. Two well made gutters, with taspering channels. Four slight cuts across one side of one of these gutters evidently served for identification. ",Artefacts,Domestic,,68.13725277565722,27.32701849991655,Feeding / holding
40,,7,0,,-24.2,,Doorsill,,"building (B) in the south-western corner of the block, to which we have already referred in the description of the deep digging done in this vicinity, was heightened and re-used in this period, though little remains to attest the fact. [...]

In the Intermediate III Phase the doorway, 3 ft. 5 ins. wide, of the Early Period was filled in by a flight of three steps, for which the original sill^ served as the lowest tread, the uppermost tread being 21*8 ft. below datum and at this level there was a pavement of burnt bricks, lL65x5-65x2-9 ins. in size. ",Floor Features,,,68.1373688,27.32672573,Uncategorized
41,,7,0,19,-11.4,,Doorsill,,"No trace of any paving of this period was found in the well-room 19; it may have been torn up and re-used at a later date. The doorway in the northern wall was 2 ft. 8 ins. wide and was found blocked up. Its sill was only 11 -4 ft. belowdatum,whichisratherhighfortheIntermediateIPhase. ",Floor Features,,,68.1373688,27.32672573,Uncategorized
142,108-029-X,9,6,79,-20.4,[check data],Cooking Baking Utensils,Gutter,"Pottery. Somewhawt roughly made, but none teh less efficient.",Artefacts,Domestic,,68.13691437157924,27.326887650571138,Feeding / holding
143,104-011-X,9,6,79,-8.4,Late III,Cooking Baking Utensils,Triangular Plaque,Drab-coloured pottery; no slip. Roughly made and indifferently baked. ,Artefacts,Domestic,,68.13691437157924,27.326887650571138,Feeding / holding
42,,7,0,19,-14.9,,Stair Tread,,"At the northern entrance to room 19 were two stairways, of which the eastern and larger one was 6 ft. 3 ins. wide with treads averaging 10 ins. broad by 12 ins. high. The treads of the other stairway were very much the same size and the lowest step in each case 14-9 ft. below datum. Only the smaller stairway had any connection with the well-room ; the larger one was entirely cut off from it and may have led to an upper storey.",Floor Features,,,68.1373688,27.32672573,Uncategorized
43,,7,0,"54, 63",-14.5,,Stair Tread,,"Against the partition wall between rooms 54 and 63 was a stairway, 2 ft. 10 ins. wide, whose lowest step was 14-5 ft. below datum. It was so short, how- ever, that it could not have led very far, unless the space between it and the northern wall of the rooms was bridged m some way, leaving a doorway under the stairs.",Floor Features,,,68.1373688,27.32672573,Uncategorized
44,,7,0,56,-15.3,,Doorsill,,"Nos. VI and VII were possibly also parts of one house at this period but
few of the doorw'ays remain to guide us as to their arrangement
. The entrance from Fore Lane into room 56 is the very usual 3 ft. 4 ins. wide, with its sill 15-3 ft. below datum, whereas the earlier sill was 3 ft. 6 ins. lower The wall at the back of rooms SO 57 a.Kl 80 is seen in PI. XXXVII. c. ami dates from this period only, as also the little flight of ste]® into room 59, whose lowest tread is 15 5 ft. below datum. This little room being at a somewhat higher level was probably the privy, as m the previous phase.",Floor Features,,,68.1373688,27.32672573,Uncategorized
152,105-042-X,9,9,,-1,Late Ia,Cooking Baking Utensils,Shell Ornament,"Shell. It is possible that these lines were once with a slightly irregular, natural hole, in which, perhaps, a metal staple and ring were fitted to lift the cover made from this object and its fellow. ",Artefacts,Domestic,,68.13699991543639,27.32712846,Feeding / holding
45,,7,0,"40, 41",-15.4,,Doorsill,,"The two doorways between rooms 40 and 41, 41 and 46 are each 3 ft. 4 ins. wide with their sills an average of 15-4 ft. below datum, and the narrow strip of pavement in room 46 is 1 ft. 4 ins. below the level of the adjoining- door-sill.",Floor Features,,,68.1373688,27.32672573,Uncategorized
155,104-006-X,9,6,79,-6.7,Late II,Cooking Baking Utensils,Pottery of unkown use,"Well baked, pink pottery, containing mica and lime; no slip. The ring, carefully made by hand and showing no sign of wear, was slightly wraped in baking.",Artefacts,Domestic,,68.13691437157924,27.326887650571138,Feeding / holding
46,,7,0,"41, 46",-15.4,,Doorsill,,"The two doorways between rooms 40 and 41, 41 and 46 are each 3 ft. 4 ins. wide with their sills an average of 15-4 ft. below datum, and the narrow strip of pavement in room 46 is 1 ft. 4 ins. below the level of the adjoinino- door-sill.",Floor Features,,,68.1373688,27.32672573,Uncategorized
160,108-007-X,10,0,,-23.4,Early Periods,Cooking Baking Utensils,Door-socket,Is a half-brick in whcih a cavity shows much wear. ,Artefacts,Domestic,,68.13681853195092,27.326713129436506,Feeding / holding
162,104-015-X,9,6,32,-7.2,Late III,Cooking Baking Utensils,Pottery of unkown use,"An oval plaque of soft, white alabaster, less than a third of which is missing. It has a flat- V-shaped projection. The V-shaped ridge, whehter on the top or underneath of the plaque, was probably intended to slide in a corresponding groove, though it is neither tapered nor provided with a stop. ",Artefacts,Domestic,,68.13691437157924,27.326887650571138,Feeding / holding
47,,7,0,19,-17.2,,Doorsill,,"a pavement whose true surface was only preserved in the south-western corner of the room at the level 17-2 ft. below' datum, which corresponds w'ith the sill of the doorway in the northern wall. ",Floor Features,,,68.1373688,27.32672573,Uncategorized
164,104-017-X,9,6,32,-7.2,Late III,Cooking Baking Utensils,Pottery of unkown use,"An oval plaque of soft, white alabaster, less than a third of which is missing. It has a flat- V-shaped projection. The V-shaped ridge, whehter on the top or underneath of the plaque, was probably intended to slide in a corresponding groove, though it is neither tapered nor provided with a stop. ",Artefacts,Domestic,,68.13691437157924,27.326887650571138,Feeding / holding
168,061-069-X,10,4,84,-12.5,Intermediate I,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/061-069-x.png,68.13657194616044,27.32668986116248,Feeding / holding
169,109-018-X,4,0,15,-20.4,[check data],Cooking Baking Utensils,Label,"Has a small hole in the lug for trying it on. The label is roughly made and has no slip, but the surface is sufficiently smooth for writing. ",Artefacts,Domestic,,68.13748153678563,27.32657154220549,Feeding / holding
170,065-005-X,4,0,8,-12.4,Intermediate I,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/065-005-x.png,68.13748153678563,27.32657154220549,Feeding / holding
172,105-023-X,9,3,34,-5.2,Late II,Cooking Baking Utensils,Pottery of unkown use,"Made of pottery and possiblely used in weaving, which should not be confused with the pottery bullae illustrated elsewhere. Carefully made and coated with a cream slip.Small holes pricked in two rows at the wider end of wither face. Those of the upper row seen in the illustration completely penetrate teh object, but those of the lower row are blind. On the reverse, it is the holes of the upper row which are blind. ",Artefacts,Domestic,,68.13723189893246,27.326929151802386,Feeding / holding
48,,7,0,28,-19.1,,Drain Below Stair,,,Floor Features,Drainage,,68.1373688,27.32672573,Drainage
49,,7,0,19,-17.2,,Pavement,,"The photograph of the well-chamber 19 in PL XXXVII, g, shows an apparent pavement with an undulating surface. This is in reality the foundations of a pavement whose true surface was only preserved in the south-western corner of the room at the level 17-2 ft. below' datum, which corresponds w'ith the sill of the doorway in the northern wall. Whether there was another doorway in the southern wall of the room it is impossible to say, owing to the destruction of this wallrightdowntothefoundationsoftheIntermediateIIIPhase. A doorway in the western wall of room 19 is of the same width as the northern door of the weU-room, but its sill is 10 ins. higher.",Floor Features,Water Platforms,,68.1373688,27.32672573,Water Platforms
50,,7,0,46,-16.7,,Pavement,,"The two doorways between rooms 40 and 41, 41 and 46 are each 3 ft. 4 ins. wide with their sills an average of 15-4 ft. below datum, and the narrow strip of pavement in room 46 is 1 ft. 4 ins. below the level of the adjoinino- door-sill.",Floor Features,Water Platforms,,68.1373688,27.32672573,Water Platforms
51,,7,0,72,-16,,Pavement,,"The patch of pavement in the south-eastern corner of room 72' was edged on the free sides, and seems likely to have been a cooking platform rather than one used for ablutions, for it had no privacy in a room 19 bv lb ft. in size with four doorways from other rooms.",Floor Features,Water Platforms,,68.1373688,27.32672573,Water Platforms
52,,7,0,"74, 75",-15.1,,Pavement,," The well in chamber , 74, 75 whose internal diameter is 2 ft 6 ins reaches to a level of 8-3 ft. below datum.  A few surviving fragments at the level -15.1 ft. show that the well-room was paved in the Intermediate II Phase .",Floor Features,Water Platforms,,68.1373688,27.32672573,Water Platforms
53,,7,0,28,-17.3,,Stair Tread,,"between Building (IX) and House II of Block 10, in the space marked 28 on the plan, was a staircase (PI. XXXIV, b) rising from the north where it was 4 ft. 8 ins. wide to 5 ft. 3 ins. wide at the south owing to the diverging of the walls. Six treads remained, each 9 ins. broad and 7 ins. high, the lowest at the level
— 17-3 ft. B",Floor Features,,,68.1373688,27.32672573,Uncategorized
198,109-004-X,9,8,18,-12.9,Intermediate I,Cooking Baking Utensils,Ivory Roundel,The side of this roundel is cross-hatched with incised lines that were once filled in with black.,Artefacts,Domestic,,68.13686443,27.327119842504317,Feeding / holding
199,142-079-X,9,3,35,-14.2,Intermediate II,Games And Toys,Whistle,"Pottery; with traces of a light red slip. Apparently a miniature jar whose rim had been rubbed down to enlarge the hole slightly. A second hole near the mouth was doubtless used as a stop, as in the above example. ",Artefacts,Domestic,,68.13723189893246,27.326929151802386,Play/ Spiritual
200,140-021-X,9,10,85,-7,Late III,Games And Toys,"LIght grey pottery. Ornamented with parallel dark-red lines, those on one hemisphere at right angles to those on the other. ","Average diameter 1.4""",Artefacts,Domestic,,68.13711556472455,27.32711609513018,Play/ Spiritual
202,142-081-X,9,7,17,-15.4,Intermediate II,Games And Toys,Light red pottery; no slip. Roughly decorated with red lines. Found together. ,Light red pottery; no slip. Roughly decorated with red lines. Found with No. 80 together,Artefacts,Domestic,,68.13684339292682,27.32681827002492,Play/ Spiritual
54,,7,0,59,-15.5,,Stair Tread,,"the little flight of steps into room 59, whose lowest tread is 15 5 ft. below datum. This little room being at a somewhat higher level was probably the privy, as m the previous phase.",Floor Features,,,68.1373688,27.32672573,Uncategorized
55,,7,0,"77, 81",-19.5,,Doorsill,,"The well-room (77, 81), 16 ft. long by 8 ft. wide, was entered from the north and south by two wide doorways whose sills average 19.5 ft. below datum. To the east of the well was a carefully laid pavement at the same level as the door-sills, but it had sunk badly in the centre. Shallow cavities in this pavement worn by the dumping of numberless water-jars show that this well-room was in frequent use throughout a lengthy period, and its separate entrance from the lane to the south suggests that the owner of the house freely allowed his neighbours access to his well. The spilt water drained away into Low Lane through a rec- tangular aperture in the eastern wall.",Floor Features,,,68.1373688,27.32672573,Uncategorized
213,140-019-X,9,12,94,-9,Late III,Games And Toys,Cubical Dice,"Reddish pottery; smoked-stained in places. Very roughly made, and badly out of shape. 1 opposite 3, 2 opposite 4, 5 opposite 6. The holes that indicate the numbers were made with a pointed stick. ",Artefacts,Domestic,,68.13725408069455,27.32714321,Play/ Spiritual
56,,7,0,,-21.8,,Pavement,,"at this level there was a pavement of burnt bricks, l L65x5-65x2-9 ins. in size. As there was a considerable vertical distance between this pavement and the foundations of the building, we removed a great deal of the former to be able to clear the room below which turned out to be 8 ft. wide, X.-S. Its length, how- ever, coiTld not be determined owing to the destruction of the eastern end of the building. ",Floor Features,Water Platforms,,68.1373688,27.32672573,Water Platforms
57,,7,0,"77, 81",-19.5,,Pavement,,"To the east of the well was a carefully laid pavement at the same level as the door-sills, ",Floor Features,Water Platforms,,68.1373688,27.32672573,Water Platforms
58,,7,0,,-18,,Pavement,,"The little patch of paving (79) at the level — 18 ft. is all that remains of either a bathing- place or a privy which, as so often at the present day, was built at a slightly higher level than the rest of the house to allow of proper drainage. ",Floor Features,Water Platforms,,68.1373688,27.32672573,Water Platforms
59,,7,0,,-21.8,,Stair Tread,,"In the Intermediate III Phase the doorway, 3 ft. 5 ins. wide, of the Early Period was filled in by a flight of three steps, for which the original sill^ served as the lowest tread, the uppermost tread being 21*8 ft. below datum and at this level there was a pavement of burnt bricks, lL65x5-65x2-9 ins. in size. ",Floor Features,,,68.1373688,27.32672573,Uncategorized
